Name,Slug,Short Description,Tagline / Description,Long Description (About),Official Website URL,Logo URL,Primary Category,Category Slug,Primary Task(s),Key Features,Use Cases,Integrations,Supported Platforms,Pricing Model,Pricing Raw,Has API,API Docs URL,Is Open Source,GitHub Repository,Provider / Company,Provider Website,Release Date,Pros,Cons
Databerry,databerry,AI agent for ai agent,AI agent for ai agent,Databerry is a Open Source & Customer Support AI agent that a super-easy no-code platform for creating AI chatbots trained on your own data.,https://www.databerry.ai/,,AI Agent,ai-agent,AI Agent; Code Generation; Customer Support,,,,Web Browser,FREEMIUM,Free plan available,FALSE,,TRUE,,,,,,
Datch Field Support Agent,datch-field-support-agent,AI agent for ai agent,AI agent for ai agent,Datch Field Support Agent is a Digital Workers AI agent that AI-powered Diagnostic Agent for frontline staff to enhance efficiency.,https://www.datch.io/,,AI Agent,ai-agent,AI Agent; Customer Support,,,,Web Browser,FREEMIUM,Free plan available,FALSE,,FALSE,,,,,,
Cykel,cykel,AI agent for ai agent,AI agent for ai agent,Cykel is a Digital Workers & Task Automation AI agent that an AI co-pilot for any digital task.,https://www.cykel.ai/,,AI Agent,ai-agent,AI Agent; Task Automation,,,,Web Browser,FREEMIUM,Free plan available,FALSE,,FALSE,,,,,,
Demogpt,demogpt,AI agent for ai agent,AI agent for ai agent,DemoGPT is a Open Source AI agent that an AI that enables quick demo generation for LLM-based applications using just prompts.,https://cal.com/tinyai.tools/20min,,AI Agent,ai-agent,AI Agent,,,,Web Browser,FREEMIUM,Free plan available,FALSE,,TRUE,https://github.com/melih-unsal/DemoGPT,,,,,
Decagon,decagon,AI agent for ai agent,AI agent for ai agent,Decagon is a Customer Support AI agent that decagon offers AI-driven omnichannel support for enhanced customer experience.,https://decagon.ai/,,AI Agent,ai-agent,AI Agent; Customer Support,,,,Web Browser,FREEMIUM,Free plan available,FALSE,,FALSE,,,,,,
Devarchitect,devarchitect,AI agent for ai agent,AI agent for ai agent,"DevArchitect is a Business Automation AI agent that AI Point provides AI solutions to optimize B2B growth in lead generation, marketing, and workflow...",https://www.aipoint.io/ai-agents/code-builder-ai-agent,,AI Agent,ai-agent,AI Agent; Task Automation,,,,Web Browser,FREEMIUM,Free plan available,FALSE,,FALSE,,,,,,
Devin Ai,devin-ai,AI agent for ai agent,AI agent for ai agent,Devin AI is a Developer Tools AI agent that devin is an AI-powered software engineer that automates code migration and refactoring to increase engineering...,https://devin.ai/,,AI Agent,ai-agent,AI Agent; Code Generation,,,,Web Browser,FREEMIUM,Free plan available,FALSE,,FALSE,,,,,,
Devin,devin,AI agent for ai agent,AI agent for ai agent,Devin is a Developer Tools AI agent that devin AI is an autonomous artificial intelligence assistant designed for software development tasks.,https://en.wikipedia.org/wiki/Devin_AI,,AI Agent,ai-agent,AI Agent; Code Generation,,,,Web Browser,FREEMIUM,Free plan available,FALSE,,FALSE,,,,,,
Devopsgpt,devopsgpt,AI agent for ai agent,AI agent for ai agent,DevOpsGPT is a Developer Tools & Open Source AI agent that devOpsGPT: AI-Driven Software Development Automation Solution.,https://cal.com/tinyai.tools/20min,,AI Agent,ai-agent,AI Agent; Code Generation; Task Automation,,,,Web Browser,FREEMIUM,Free plan available,FALSE,,TRUE,https://github.com/kuafuai/DevOpsGPT,,,,,
Devin Cognition Ai,devin-cognition-ai,AI agent for ai agent,AI agent for ai agent,Devin (Cognition AI) is a Developer Tools AI agent that devin is an AI software engineer developed by Cognition (Freemium).,https://cognition.ai/,,AI Agent,ai-agent,AI Agent; Code Generation,,,,Web Browser,FREE,Free plan available,FALSE,,FALSE,,,,,,
Devra Ai,devra-ai,AI agent for ai agent,AI agent for ai agent,Devra AI is a Developer Tools AI agent that your AI Software Developer.,https://devra.ai/,,AI Agent,ai-agent,AI Agent; Code Generation,,,,Web Browser,FREEMIUM,Free plan available,FALSE,,FALSE,,,,,,
Diamond,diamond,AI agent for ai agent,AI agent for ai agent,Diamond is a Developer Tools AI agent that AI-powered code review tool that instantly identifies bugs and security issues.,http://diamond.graphite.dev/,,AI Agent,ai-agent,AI Agent; Code Generation,,,,Web Browser,FREEMIUM,Free plan available,FALSE,,FALSE,,,,,,
Diagram,diagram,AI agent for ai agent,AI agent for ai agent,"Diagram is a AI Agent Framework AI agent that AI-powered design tools for everything from copywriting to generating unique icons from text, recently...",https://diagram.com/,,AI Agent,ai-agent,AI Agent,,,,Web Browser,FREEMIUM,Free plan available,FALSE,,FALSE,,,,,,
Dialogflow,dialogflow,AI agent for ai agent,AI agent for ai agent,Dialogflow is a Digital Workers AI agent that AI agent for managing conversational interfaces on Google (Free).,https://dialogflow.cloud.google.com/,,AI Agent,ai-agent,AI Agent,,,,Web Browser,FREE,Free plan available,FALSE,,FALSE,,,,,,
Digital Workers,digital-workers,AI agent for ai agent,AI agent for ai agent,Digital Workers is a Digital Workers AI agent that AI employees designed for complete workflow automation in enterprises.,https://causalens.com/digital-workers,,AI Agent,ai-agent,AI Agent; Task Automation,,,,Web Browser,FREEMIUM,Free plan available,FALSE,,FALSE,,,,,,
Digital Workforce,digital-workforce,AI agent for ai agent,AI agent for ai agent,Digital Workforce is a Business Automation AI agent that digital Workforce offers comprehensive business automation solutions using people and digital agents.,https://digitalworkforce.com,,AI Agent,ai-agent,AI Agent; Task Automation,,,,Web Browser,FREEMIUM,Free plan available,FALSE,,FALSE,,,,,,
Directoryagent,directoryagent,AI agent for ai agent,AI agent for ai agent,DirectoryAgent is a Task Automation AI agent that advanced AI agent for directory integration that enhances user experiences by understanding natural...,https://directoryagent.ai,,AI Agent,ai-agent,AI Agent; Task Automation,,,,Web Browser,FREEMIUM,Free plan available,FALSE,,FALSE,,,,,,
Document Intelligence Agent,document-intelligence-agent,AI agent for ai agent,AI agent for ai agent,Document Intelligence Agent is a Document Intelligence AI agent that AI agent for transforming documents into structured text.,https://www.agami.ai/agents/document-intelligence-agent,,AI Agent,ai-agent,AI Agent,,,,Web Browser,FREEMIUM,Free plan available,FALSE,,FALSE,,,,,,
Discover Alpha Llc,discover-alpha-llc,AI agent for ai agent,AI agent for ai agent,Discover Alpha LLC is a AI Agency AI agent that transforming complexity into clarity with Agentic AI data solutions.,https://www.discoveralpha.com,,AI Agent,ai-agent,AI Agent,,,,Web Browser,FREEMIUM,Free plan available,FALSE,,FALSE,,,,,,
Dify,dify,AI agent for ai agent,AI agent for ai agent,Dify is a General Assistant AI agent that dify is an open-source platform for developing LLM applications (Freemium).,https://cal.com/tinyai.tools/20min,,AI Agent,ai-agent,AI Agent,,,,Web Browser,FREEMIUM,Free plan available,FALSE,,TRUE,https://github.com/langgenius/dify,,,,,
Doozerai,doozerai,AI agent for ai agent,AI agent for ai agent,DoozerAI is a Business Automation AI agent that doozerAI provides business-ready AI agents aimed at automating operations and increasing productivity (Free).,https://cal.com/tinyai.tools/20min,,AI Agent,ai-agent,AI Agent; Task Automation,,,,Web Browser,FREE,Free plan available,FALSE,,FALSE,,,,,,
Dot,dot,AI agent for ai agent,AI agent for ai agent,"Dot is a Business Automation AI agent that dot, the data bot - a virtual assistant that help with analytics (Freemium).",https://www.getdot.ai/,,AI Agent,ai-agent,AI Agent; Task Automation,,,,Web Browser,FREE,Free plan available,FALSE,,FALSE,,,,,,
Droid Slack,droid-slack,AI agent for ai agent,AI agent for ai agent,Droid Slack is a Business Automation AI agent that automated incident response tool for support teams and engineers.,https://factory.ai/product/slack,,AI Agent,ai-agent,AI Agent; Task Automation; Customer Support,,,Slack,Slack,FREEMIUM,Free plan available,FALSE,,FALSE,,,,,,
Edexia,edexia,AI agent for ai agent,AI agent for ai agent,Edexia is a Education AI agent that AI grading assistant for assessments in various subjects (Free).,https://www.edexia.com/,,AI Agent,ai-agent,AI Agent,,,,Web Browser,FREE,Free plan available,FALSE,,FALSE,,,,,,
Druid Ai,druid-ai,AI agent for ai agent,AI agent for ai agent,Druid AI is a Business Automation AI agent that enterprise AI orchestration platform allowing deployment of intelligent AI agents for complex processes.,https://druidai.com,,AI Agent,ai-agent,AI Agent; Task Automation,,,,Web Browser,FREEMIUM,Free plan available,FALSE,,FALSE,,,,,,
Duckie Ai,duckie-ai,AI agent for ai agent,AI agent for ai agent,Duckie AI is a Customer Support AI agent that duckie AI is a platform that lets engineers manage a team of AI software development companions (Ducklings)...,https://duckie.ai/,,AI Agent,ai-agent,AI Agent; Customer Support,,,,Web Browser,FREEMIUM,Free plan available,FALSE,,FALSE,,,,,,
Droidrun,droidrun,AI agent for ai agent,AI agent for ai agent,Droidrun is a Task Automation AI agent that droidRun is a powerful framework for controlling Android and iOS devices through LLM agents using natural...,https://cal.com/tinyai.tools/20min,,AI Agent,ai-agent,AI Agent; Task Automation,,,,iOS; Android,FREEMIUM,Free plan available,FALSE,,TRUE,https://github.com/droidrun/droidrun,,,,,
Figure Ai,figure-ai,AI agent for ai agent,AI agent for ai agent,Figure AI is a Digital Workers AI agent that figure 03 is a humanoid robot designed to assist with everyday household tasks.,https://figure.ai,,AI Agent,ai-agent,AI Agent,,,,Web Browser,FREEMIUM,Free plan available,FALSE,,FALSE,,,,,,
Fileai,fileai,AI agent for ai agent,AI agent for ai agent,fileAI is a Business Automation AI agent that an AI-native data preparation platform for complex workflows.,https://www.file.ai/,,AI Agent,ai-agent,AI Agent; Task Automation,,,,Web Browser,FREEMIUM,Free plan available,FALSE,,FALSE,,,,,,
Dotagent,dotagent,AI agent for ai agent,AI agent for ai agent,dotagent is a Open Source AI agent that an agent management system that facilitates the creation of robust AI applications and experimental autonomous...,https://cal.com/tinyai.tools/20min,,AI Agent,ai-agent,AI Agent,,,,Web Browser,FREEMIUM,Free plan available,FALSE,,TRUE,https://github.com/dot-agent/dotagent,,,,,
English Compiler,english-compiler,AI agent for ai agent,AI agent for ai agent,"English Compiler is a Open Source AI agent that POC AI based Compiler, for converting english based markdown specs, into functional code.",https://cal.com/tinyai.tools/20min,,AI Agent,ai-agent,AI Agent; Code Generation,,,,Web Browser,FREEMIUM,Free plan available,FALSE,,TRUE,https://github.com/uilicious/english-compiler,,,,,
Emergence Ai,emergence-ai,AI agent for ai agent,AI agent for ai agent,Emergence AI is a Business Automation AI agent that emergence AI develops intelligent systems to automate enterprise workflows.,https://www.emergence.ai/,,AI Agent,ai-agent,AI Agent; Task Automation,,,,Web Browser,FREEMIUM,Free plan available,FALSE,,FALSE,,,,,,
Dydas,dydas,AI agent for ai agent,AI agent for ai agent,Dydas is a Business Automation & Marketing AI agent that find Leads and Accelerate Your Marketing with Dydas (Paid).,https://dydas.com/,,AI Agent,ai-agent,AI Agent; Task Automation,,,,Web Browser,PAID,Contact for pricing,FALSE,,FALSE,,,,,,
Fine Tuner,fine-tuner,AI agent for ai agent,AI agent for ai agent,Fine Tuner is a AI Agent Framework AI agent that platform for no-code building of AI agents.,https://fine-tuner.ai/,,AI Agent,ai-agent,AI Agent; Code Generation,,,,Web Browser,FREEMIUM,Free plan available,FALSE,,FALSE,,,,,,
Encode,encode,AI agent for ai agent,AI agent for ai agent,encode is a Commerce AI agent that a fully autonomous software engineer (Paid).,https://encode.software,,AI Agent,ai-agent,AI Agent; Code Generation,,,,Web Browser,PAID,Contact for pricing,FALSE,,FALSE,,,,,,
Fireworks,fireworks,AI agent for ai agent,AI agent for ai agent,Fireworks is a AI Agent Framework AI agent that fireworks AI provides open-source AI models optimized for speed and scalability.,https://fireworks.ai/,,AI Agent,ai-agent,AI Agent,,,,Web Browser,FREEMIUM,Free plan available,FALSE,,TRUE,,,,,,
Firsthand,firsthand,AI agent for ai agent,AI agent for ai agent,Firsthand is a Marketing AI agent that AI-powered Brand Agent platform for marketers and publishers.,https://www.firsthand.ai/platform,,AI Agent,ai-agent,AI Agent,,,,Web Browser,FREEMIUM,Free plan available,FALSE,,FALSE,,,,,,
Faqnow,faqnow,AI agent for ai agent,AI agent for ai agent,"FAQNow is a Business Automation AI agent that AI Point provides AI solutions for B2B growth, focusing on lead generation and workflow automation.",https://www.aipoint.io/ai-agents/faq-ai-assistant,,AI Agent,ai-agent,AI Agent; Task Automation,,,,Web Browser,FREEMIUM,Free plan available,FALSE,,FALSE,,,,,,
Feedzai,feedzai,AI agent for ai agent,AI agent for ai agent,Feedzai is a Business Automation AI agent that AI platform for fraud and financial crime prevention.,http://www.feedzai.com/,,AI Agent,ai-agent,AI Agent; Task Automation,,,,Web Browser,FREEMIUM,Free plan available,FALSE,,FALSE,,,,,,
Epicenter,epicenter,AI agent for ai agent,AI agent for ai agent,Epicenter is a Task Automation AI agent that epicenter is a suite of tools designed to enhance your productivity by sharing memory across different...,https://epicenter.md,,AI Agent,ai-agent,AI Agent; Task Automation,,,,Web Browser,FREEMIUM,Free plan available,FALSE,,FALSE,,,,,,
Factory,factory,AI agent for ai agent,AI agent for ai agent,Factory is a Developer Tools AI agent that working on autonomous coding Droids for building software end-to-end.,https://www.factory.ai/,,AI Agent,ai-agent,AI Agent; Code Generation,,,,Web Browser,FREEMIUM,Free plan available,FALSE,,FALSE,,,,,,
Enhans,enhans,AI agent for ai agent,AI agent for ai agent,Enhans is a Commerce AI agent that the Operating System for Commerce AI that automates digital commerce processes.,https://www.enhans.ai/commerce-os,,AI Agent,ai-agent,AI Agent,,,,Web Browser,FREEMIUM,Free plan available,FALSE,,FALSE,,,,,,
Floode,floode,AI agent for ai agent,AI agent for ai agent,Floode is a General Assistant AI agent that your personalized AI executive assistant (Paid).,https://floodehq.com/,,AI Agent,ai-agent,AI Agent,,,,Web Browser,PAID,Contact for pricing,FALSE,,FALSE,,,,,,
Fine,fine,AI agent for ai agent,AI agent for ai agent,Fine is a Developer Tools AI agent that build Software with AI Agents. Leverage AI to the maximum and x10 your dev velocity (Freemium).,https://www.fine.dev/,,AI Agent,ai-agent,AI Agent; Code Generation,,,,Web Browser,FREE,Free plan available,FALSE,,FALSE,,,,,,
Fixie,fixie,AI agent for ai agent,AI agent for ai agent,Fixie is a AI Agent Framework AI agent that a platform for creating LLM-powered apps like AI agents.,https://www.fixie.ai/,,AI Agent,ai-agent,AI Agent,,,,Web Browser,FREEMIUM,Free plan available,FALSE,,FALSE,,,,,,
Friday,friday,AI agent for ai agent,AI agent for ai agent,Friday is a Developer Tools & Open Source AI agent that a developer assistant able to make whole nodejs project with unlimited prompts.,https://cal.com/tinyai.tools/20min,,AI Agent,ai-agent,AI Agent; Code Generation,,,,Web Browser,FREEMIUM,Free plan available,FALSE,,TRUE,https://github.com/amirrezasalimi/friday/,,,,,
Flawlessai,flawlessai,AI agent for ai agent,AI agent for ai agent,FlawlessAI is a General Assistant AI agent that an Executive Assistant in your Pocket (Free).,https://aiagentsdirectory.com/,,AI Agent,ai-agent,AI Agent,,,,Web Browser,FREE,Free plan available,FALSE,,FALSE,,,,,,
G Lnk,g-lnk,AI agent for ai agent,AI agent for ai agent,"G LNK is a Business Automation AI agent that g LNK offers AI-powered tools for healthcare intelligence, focusing on market analytics, sales acceleration,...",https://glnkco.com/,,AI Agent,ai-agent,AI Agent; Task Automation,,,,Web Browser,FREEMIUM,Free plan available,FALSE,,FALSE,,,,,,
Flowable,flowable,AI agent for ai agent,AI agent for ai agent,Flowable is a Business Automation AI agent that flowable is a business automation platform integrating AI and process management.,https://flowable.com,,AI Agent,ai-agent,AI Agent; Task Automation,,,,Web Browser,FREEMIUM,Free plan available,FALSE,,FALSE,,,,,,
Flott Hq,flott-hq,AI agent for ai agent,AI agent for ai agent,Flott HQ is a Digital Workers AI agent that AI-Native Fleet Tracking Platform.,https://www.flotthq.com,,AI Agent,ai-agent,AI Agent,,,,Web Browser,FREEMIUM,Free plan available,FALSE,,FALSE,,,,,,
Gemini Agent,gemini-agent,AI agent for ai agent,AI agent for ai agent,"Gemini Agent is a General Assistant AI agent that meet Gemini, your personal AI assistant.",https://gemini.google.com/agent?hl=en-US,,AI Agent,ai-agent,AI Agent,,,,Web Browser,FREEMIUM,Free plan available,FALSE,,FALSE,,,,,,
Genai Agents,genai-agents,AI agent for ai agent,AI agent for ai agent,GenAI Agents is a AI Agent Framework AI agent that no-code AI agent builder for autonomous app integration (Freemium).,https://www.outsystems.com/low-code-platform/gen-ai/,,AI Agent,ai-agent,AI Agent; Code Generation,,,,Web Browser,FREE,Free plan available,FALSE,,FALSE,,,,,,
Gemini Deep Research,gemini-deep-research,AI agent for ai agent,AI agent for ai agent,"Gemini Deep Research is a Research Labs AI agent that an advanced research agent by Google DeepMind, now available via Interactions API for developers.",https://blog.google/technology/developers/deep-research-agent-gemini-api/,,AI Agent,ai-agent,AI Agent; Code Generation,,,,Web Browser,FREEMIUM,Free plan available,FALSE,,FALSE,,,,,,
Genia,genia,AI agent for ai agent,AI agent for ai agent,GeniA is a Open Source AI agent that an engineering Gen AI platform engineering team member.,https://cal.com/tinyai.tools/20min,,AI Agent,ai-agent,AI Agent,,,,Web Browser,FREEMIUM,Free plan available,FALSE,,TRUE,https://github.com/genia-dev/GeniA,,,,,
Genspark,genspark,AI agent for ai agent,AI agent for ai agent,"Genspark is a General Assistant AI agent that genspark AI Workspace provides a suite of AI-powered tools for productivity including slides, documents, and...",https://genspark.ai,,AI Agent,ai-agent,AI Agent,,,,Web Browser,FREEMIUM,Free plan available,FALSE,,FALSE,,,,,,
Gentekai,gentekai,AI agent for ai agent,AI agent for ai agent,Gentek.ai is a Business Automation AI agent that AI-driven automation for regulatory reporting and compliance processes.,https://gentek.ai,,AI Agent,ai-agent,AI Agent; Task Automation,,,,Web Browser,FREEMIUM,Free plan available,FALSE,,FALSE,,,,,,
Github Copilot Agent Mode,github-copilot-agent-mode,AI agent for ai agent,AI agent for ai agent,GitHub Copilot Agent Mode is a Developer Tools AI agent that gitHub's AI-powered coding agent that automates coding tasks within GitHub workflows (Paid).,https://cal.com/tinyai.tools/20min,,AI Agent,ai-agent,AI Agent; Code Generation; Task Automation,,,GitHub,Web Browser,FREEMIUM,Free plan available,FALSE,,TRUE,https://docs.github.com/en/copilot/concepts/agents/coding-agent/about-coding-agent,,,,,
Github Copilot X,github-copilot-x,AI agent for ai agent,AI agent for ai agent,GitHub Copilot X is a Developer Tools AI agent that AI-powered software developer (Free).,https://cal.com/tinyai.tools/20min,,AI Agent,ai-agent,AI Agent; Code Generation,,,GitHub,Web Browser,FREEMIUM,Free plan available,FALSE,,TRUE,https://github.com/features/preview/copilot-x,,,,,
Gitwit,gitwit,AI agent for ai agent,AI agent for ai agent,"GitWit is a Developer Tools AI agent that a tool automating code generation, in beta version, created for full-stack developers.",https://www.gitwit.dev/,,AI Agent,ai-agent,AI Agent; Code Generation,,,,Web Browser,FREEMIUM,Free plan available,FALSE,,FALSE,,,,,,
Github Copilot,github-copilot,AI agent for ai agent,AI agent for ai agent,GitHub Copilot is a Developer Tools AI agent that AI-powered coding assistant integrated into GitHub (Freemium).,https://cal.com/tinyai.tools/20min,,AI Agent,ai-agent,AI Agent; Code Generation,,,GitHub,Web Browser,FREEMIUM,Free plan available,FALSE,,TRUE,https://github.com/features/copilot,,,,,
Gitlab Duo,gitlab-duo,AI agent for ai agent,AI agent for ai agent,GitLab Duo is a Developer Tools AI agent that a suite of AI capabilities for every step of the software development lifecycle (Paid).,https://about.gitlab.com/gitlab-duo/,,AI Agent,ai-agent,AI Agent; Code Generation,,,,Web Browser,PAID,Contact for pricing,FALSE,,FALSE,,,,,,
Glean Work Ai,glean-work-ai,AI agent for ai agent,AI agent for ai agent,Glean Work AI is a AI Agent Framework AI agent that a centralized AI platform for enterprise data management and search.,https://www.glean.com/product/overview,,AI Agent,ai-agent,AI Agent,,,,Web Browser,FREEMIUM,Free plan available,FALSE,,FALSE,,,,,,
Glean,glean,AI agent for ai agent,AI agent for ai agent,Glean is a Business Automation AI agent that glean is an AI-powered workplace productivity tool that centralizes access to knowledge across the enterprise.,https://www.glean.com/,,AI Agent,ai-agent,AI Agent; Task Automation,,,,Web Browser,FREEMIUM,Free plan available,FALSE,,FALSE,,,,,,
Gocharlie,gocharlie,AI agent for ai agent,AI agent for ai agent,GoCharlie is a AI Agency AI agent that a first of it's kind multimodal content creation agent.,https://gocharlie.ai/,,AI Agent,ai-agent,AI Agent,,,,Web Browser,FREEMIUM,Free plan available,FALSE,,FALSE,,,,,,
Godmode Ai,godmode-ai,AI agent for ai agent,AI agent for ai agent,GodMode AI is a General Assistant & Task Automation AI agent that web platform to access autoGPT and babyAGI.,https://godmode.space/,,AI Agent,ai-agent,AI Agent; Task Automation,,,,Web Browser,FREEMIUM,Free plan available,FALSE,,FALSE,,,,,,
Google Agent Development Kit Adk,google-agent-development-kit-adk,AI agent for ai agent,AI agent for ai agent,Google Agent Development Kit (ADK) is a Open Source AI agent that open-source framework for building multi-agent applications (Free).,https://developers.googleblog.com/en/agent-development-kit-easy-to-build-multi-agent-applications/,,AI Agent,ai-agent,AI Agent,,,,Web Browser,FREEMIUM,Free plan available,FALSE,,TRUE,,,,,,
Gpt Engineer,gpt-engineer,AI agent for ai agent,AI agent for ai agent,GPT Engineer is a Developer Tools & Open Source AI agent that an AI agent that generates an entire codebase based on a prompt.,https://cal.com/tinyai.tools/20min,,AI Agent,ai-agent,AI Agent; Code Generation,,,,Web Browser,FREEMIUM,Free plan available,FALSE,,TRUE,https://github.com/AntonOsika/gpt-engineer,,,,,
Goodcall,goodcall,AI agent for ai agent,AI agent for ai agent,Goodcall is a Voice Agents & Customer Support AI agent that AI phone assistant for local businesses (Free).,https://goodcall.com/,,AI Agent,ai-agent,AI Agent; Customer Support,,,,Web Browser,FREE,Free plan available,FALSE,,FALSE,,,,,,
Goose,goose,AI agent for ai agent,AI agent for ai agent,goose is a AI Agent Framework AI agent that goose is an open-source AI tool that empowers developers to create and automate tasks efficiently (Free).,https://block.github.io/goose,,AI Agent,ai-agent,AI Agent; Code Generation,,,,Web Browser,FREE,Free plan available,FALSE,,TRUE,,,,,,
Google Dialogflow,google-dialogflow,AI agent for ai agent,AI agent for ai agent,Google Dialogflow is a Customer Support AI agent that next-generation conversational agents powered by Google's AI for personalized customer interactions...,https://cloud.google.com/dialogflow,,AI Agent,ai-agent,AI Agent; Customer Support,,,,Web Browser,FREEMIUM,Free plan available,FALSE,,FALSE,,,,,,
Gpt Researcher,gpt-researcher,AI agent for ai agent,AI agent for ai agent,GPT Researcher is a Open Source & Research Labs AI agent that GPT based autonomous agent that does online comprehensive research on any given topic.,https://cal.com/tinyai.tools/20min,,AI Agent,ai-agent,AI Agent,,,,Web Browser,FREEMIUM,Free plan available,FALSE,,TRUE,https://github.com/assafelovic/gpt-researcher,,,,,
Gpt Migrate,gpt-migrate,AI agent for ai agent,AI agent for ai agent,GPT Migrate is a Developer Tools & Open Source AI agent that easily migrate your codebase from one framework or language to another.,https://cal.com/tinyai.tools/20min,,AI Agent,ai-agent,AI Agent; Code Generation,,,,Web Browser,FREEMIUM,Free plan available,FALSE,,TRUE,https://github.com/0xpayne/gpt-migrate,,,,,
Gpt Runner,gpt-runner,AI agent for ai agent,AI agent for ai agent,GPT Runner is a Developer Tools & Open Source AI agent that conversations with your files which selected! Manage and run your AI presets!.,https://cal.com/tinyai.tools/20min,,AI Agent,ai-agent,AI Agent; Code Generation,,,,Web Browser,FREEMIUM,Free plan available,FALSE,,TRUE,https://github.com/nicepkg/gpt-runner,,,,,
Gpt Pilot,gpt-pilot,AI agent for ai agent,AI agent for ai agent,GPT Pilot is a Developer Tools & Open Source AI agent that an agent that codes the entire app as you oversee the code being written.,https://cal.com/tinyai.tools/20min,,AI Agent,ai-agent,AI Agent; Code Generation,,,,Web Browser,FREEMIUM,Free plan available,FALSE,,TRUE,https://github.com/Pythagora-io/gpt-pilot,,,,,
Grit,grit,AI agent for ai agent,AI agent for ai agent,Grit is a Developer Tools & Task Automation AI agent that fix technical debt automatically.,https://www.grit.io/,,AI Agent,ai-agent,AI Agent; Code Generation; Task Automation,,,,Web Browser,FREEMIUM,Free plan available,FALSE,,FALSE,,,,,,
Greylabs Ai,greylabs-ai,AI agent for ai agent,AI agent for ai agent,GreyLabs AI is a AI Agent Framework AI agent that agentic Voice AI enhancing banking and financial services.,https://greylabs.ai/,,AI Agent,ai-agent,AI Agent,,,,Web Browser,FREEMIUM,Free plan available,FALSE,,FALSE,,,,,,
Hebbia,hebbia,AI agent for ai agent,AI agent for ai agent,Hebbia is a Business Automation AI agent that AI platform designed to enhance financial operations and decision-making.,https://www.hebbia.ai/,,AI Agent,ai-agent,AI Agent; Task Automation,,,,Web Browser,FREEMIUM,Free plan available,FALSE,,FALSE,,,,,,
Harpa Ai,harpa-ai,AI agent for ai agent,AI agent for ai agent,HARPA AI is a General Assistant AI agent that HARPA AI is a browser extension that combines automation and AI to enhance web tasks (Freemium).,https://harpa.ai/,,AI Agent,ai-agent,AI Agent; Task Automation,,,,Web Browser,FREE,Free plan available,FALSE,,FALSE,,,,,,
Haystack,haystack,AI agent for ai agent,AI agent for ai agent,"Haystack is a AI Agent Framework AI agent that AI orchestration framework to build customizable, production-ready LLM applications.",https://cal.com/tinyai.tools/20min,,AI Agent,ai-agent,AI Agent,,,,Web Browser,FREEMIUM,Free plan available,FALSE,,TRUE,https://github.com/deepset-ai/haystack,,,,,
Gumloop,gumloop,AI agent for ai agent,AI agent for ai agent,Gumloop is a General Assistant AI agent that the AI automation platform built for everyone to automate workflows intuitively (Freemium).,https://www.gumloop.com,,AI Agent,ai-agent,AI Agent; Task Automation,,,,Web Browser,FREE,Free plan available,FALSE,,FALSE,,,,,,
Harvey,harvey,AI agent for ai agent,AI agent for ai agent,Harvey is a General Assistant AI agent that AI platform for law firms and legal professionals to enhance productivity (Freemium).,https://www.harvey.ai/,,AI Agent,ai-agent,AI Agent,,,,Web Browser,FREE,Free plan available,FALSE,,FALSE,,,,,,
Graphite,graphite,AI agent for ai agent,AI agent for ai agent,Graphite is a Developer Tools AI agent that graphite is an AI code review platform that enhances code quality and accelerates development (Freemium).,https://graphite.dev,,AI Agent,ai-agent,AI Agent; Code Generation,,,,Web Browser,FREE,Free plan available,FALSE,,FALSE,,,,,,
Heymoonai,heymoonai,AI agent for ai agent,AI agent for ai agent,"Heymoon.ai is an AI agent that personal assistant for life: to keep you on top of your calendar, tasks and information.",https://heymoon.ai/,,AI Agent,ai-agent,AI Agent,,,,Web Browser,FREEMIUM,Free plan available,FALSE,,FALSE,,,,,,
Graphlit,graphlit,AI agent for ai agent,AI agent for ai agent,Graphlit is a AI Agent Framework AI agent that graphlit is an API-first closed-source developer data platform for building applications with LLMs (Freemium).,https://www.graphlit.com/,,AI Agent,ai-agent,AI Agent; Code Generation,,,,Web Browser,FREE,Free plan available,FALSE,,FALSE,,,,,,
Heights Platform,heights-platform,AI agent for ai agent,AI agent for ai agent,"Heights Platform is a Education AI agent that your AI Coach and and AI Copilot for course creators, community builders, and coaches. Built into an...",https://www.heightsplatform.com/,,AI Agent,ai-agent,AI Agent,,,,Web Browser,FREEMIUM,Free plan available,FALSE,,FALSE,,,,,,
Hex Magic,hex-magic,AI agent for ai agent,AI agent for ai agent,Hex Magic is a AI Agent Framework AI agent that hex AI-powered tools for humans doing amazing things with data.,https://hex.tech/product/magic-ai/,,AI Agent,ai-agent,AI Agent,,,,Web Browser,FREEMIUM,Free plan available,FALSE,,FALSE,,,,,,
Highlight,highlight,AI agent for ai agent,AI agent for ai agent,Highlight is a General Assistant AI agent that fast AI assistant for improving productivity across apps (Free).,https://highlightai.com/,,AI Agent,ai-agent,AI Agent,,,,Web Browser,FREE,Free plan available,FALSE,,FALSE,,,,,,
Hockeystack,hockeystack,AI agent for ai agent,AI agent for ai agent,HockeyStack is a Business Automation AI agent that hockeyStack is an AI-driven analytics tool designed for sales and marketing teams to enhance performance...,https://hockeystack.com/,,AI Agent,ai-agent,AI Agent; Task Automation,,,,Web Browser,FREEMIUM,Free plan available,FALSE,,FALSE,,,,,,
